movie_id,title,year,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year_norm
213,"Room with a View, A (1986)",1986.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8421052631578947
214,Pink Floyd - The Wall (1982),1982.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.7894736842105263
215,Field of Dreams (1989),1989.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.881578947368421
216,When Harry Met Sally... (1989),1989.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.881578947368421
217,Bram Stoker's Dracula (1992),1992.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.9210526315789473
218,Cape Fear (1991),1991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9078947368421053
219,"Nightmare on Elm Street, A (1984)",1984.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8157894736842105
220,"Mirror Has Two Faces, The (1996)",1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9736842105263158
221,Breaking the Waves (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
222,Star Trek: First Contact (1996),1996.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9736842105263158
223,Sling Blade (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9736842105263158
224,Ridicule (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
225,101 Dalmatians (1996),1996.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
226,Die Hard 2 (1990),1990.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8947368421052632
227,Star Trek VI: The Undiscovered Country (1991),1991.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9078947368421053
228,Star Trek: The Wrath of Khan (1982),1982.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7894736842105263
229,Star Trek III: The Search for Spock (1984),1984.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8157894736842105
230,Star Trek IV: The Voyage Home (1986),1986.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8421052631578947
231,Batman Returns (1992),1992.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9210526315789473
232,Young Guns (1988),1988.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.868421052631579
233,Under Siege (1992),1992.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9210526315789473
234,Jaws (1975),1975.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6973684210526315
235,Mars Attacks! (1996),1996.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.9736842105263158
236,Citizen Ruth (1996),1996.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
237,Jerry Maguire (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9736842105263158
238,Raising Arizona (1987),1987.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8552631578947368
239,Sneakers (1992),1992.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.9210526315789473
240,Beavis and Butt-head Do America (1996),1996.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
241,"Last of the Mohicans, The (1992)",1992.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.9210526315789473
242,Kolya (1996),1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
243,Jungle2Jungle (1997),1997.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
244,Smilla's Sense of Snow (1997),1997.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9868421052631579
245,"Devil's Own, The (1997)",1997.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.9868421052631579
246,Chasing Amy (1997),1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9868421052631579
247,Turbo: A Power Rangers Movie (1997),1997.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
248,Grosse Pointe Blank (1997),1997.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
249,Austin Powers: International Man of Mystery (1997),1997.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
250,"Fifth Element, The (1997)",1997.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9868421052631579
251,Shall We Dance? (1996),1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
252,"Lost World: Jurassic Park, The (1997)",1997.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.9868421052631579
253,"Pillow Book, The (1995)",1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9605263157894737
254,Batman & Robin (1997),1997.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
255,My Best Friend's Wedding (1997),1997.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9868421052631579
256,When the Cats Away (Chacun cherche son chat) (1996),1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9736842105263158
257,Men in Black (1997),1997.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9868421052631579
258,Contact (1997),1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9868421052631579
259,George of the Jungle (1997),1997.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
260,Event Horizon (1997),1997.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.9868421052631579
261,Air Bud (1997),1997.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
262,In the Company of Men (1997),1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
263,Steel (1997),1997.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
264,Mimic (1997),1997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.9868421052631579
265,"Hunt for Red October, The (1990)",1990.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8947368421052632
266,Kull the Conqueror (1997),1997.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
267,unknown,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
268,Chasing Amy (1997),1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9868421052631579
269,"Full Monty, The (1997)",1997.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
270,Gattaca (1997),1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.9868421052631579
271,Starship Troopers (1997),1997.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.9868421052631579
272,Good Will Hunting (1997),1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
273,Heat (1995),1995.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9605263157894737
274,Sabrina (1995),1995.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9605263157894737
275,Sense and Sensibility (1995),1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9605263157894737
276,Leaving Las Vegas (1995),1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9605263157894737
277,Restoration (1995),1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9605263157894737
278,Bed of Roses (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9736842105263158
279,Once Upon a Time... When We Were Colored (1995),1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9605263157894737
280,Up Close and Personal (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9736842105263158
281,"River Wild, The (1994)",1994.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9473684210526315
282,"Time to Kill, A (1996)",1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
283,Emma (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9736842105263158
284,Tin Cup (1996),1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9736842105263158
285,Secrets & Lies (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
286,"English Patient, The (1996)",1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.9736842105263158
287,Marvin's Room (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
288,Scream (1996),1996.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.9736842105263158
289,Evita (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.9736842105263158
290,Fierce Creatures (1997),1997.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
291,Absolute Power (1997),1997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9868421052631579
292,Rosewood (1997),1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
293,Donnie Brasco (1997),1997.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
294,Liar Liar (1997),1997.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
295,Breakdown (1997),1997.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9868421052631579
296,"Promesse, La (1996)",1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
297,Ulee's Gold (1997),1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
298,Face/Off (1997),1997.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.9868421052631579
299,Hoodlum (1997),1997.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.9868421052631579
300,Air Force One (1997),1997.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9868421052631579
301,In & Out (1997),1997.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
302,L.A. Confidential (1997),1997.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9868421052631579
303,Ulee's Gold (1997),1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
304,Fly Away Home (1996),1996.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
305,"Ice Storm, The (1997)",1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9868421052631579
307,"Devil's Advocate, The (1997)",1997.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.9868421052631579
308,FairyTale: A True Story (1997),1997.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.9868421052631579
309,Deceiver (1997),1997.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
310,"Rainmaker, The (1997)",1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
311,"Wings of the Dove, The (1997)",1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.9868421052631579
312,Midnight in the Garden of Good and Evil (1997),1997.0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0.9868421052631579
313,Titanic (1997),1997.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9868421052631579
314,3 Ninjas: High Noon At Mega Mountain (1998),1998.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
315,Apt Pupil (1998),1998.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0
316,As Good As It Gets (1997),1997.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
317,In the Name of the Father (1993),1993.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9342105263157895
318,Schindler's List (1993),1993.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9342105263157895
319,Everyone Says I Love You (1996),1996.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.9736842105263158
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),1996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
321,Mother (1996),1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
322,Murder at 1600 (1997),1997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9868421052631579
323,Dante's Peak (1997),1997.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9868421052631579
324,Lost Highway (1997),1997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9868421052631579
325,Crash (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9736842105263158
326,G.I. Jane (1997),1997.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9868421052631579
327,Cop Land (1997),1997.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.9868421052631579
328,Conspiracy Theory (1997),1997.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.9868421052631579
329,Desperate Measures (1998),1998.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
330,187 (1997),1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
331,"Edge, The (1997)",1997.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9868421052631579
332,Kiss the Girls (1997),1997.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.9868421052631579
333,"Game, The (1997)",1997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9868421052631579
334,U Turn (1997),1997.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9868421052631579
335,How to Be a Player (1997),1997.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
336,Playing God (1997),1997.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9868421052631579
337,"House of Yes, The (1997)",1997.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.9868421052631579
338,Bean (1997),1997.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
339,Mad City (1997),1997.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
340,Boogie Nights (1997),1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
341,Critical Care (1997),1997.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
342,"Man Who Knew Too Little, The (1997)",1997.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.9868421052631579
343,Alien: Resurrection (1997),1997.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9868421052631579
344,"Apostle, The (1997)",1997.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
345,Deconstructing Harry (1997),1997.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
346,Jackie Brown (1997),1997.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
347,Wag the Dog (1997),1997.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9868421052631579
348,Desperate Measures (1998),1998.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
349,Hard Rain (1998),1998.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
350,Fallen (1998),1998.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0
351,"Prophecy II, The (1998)",1998.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0
352,Spice World (1997),1997.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9868421052631579
353,Deep Rising (1998),1998.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0
354,"Wedding Singer, The (1998)",1998.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0
355,Sphere (1998),1998.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0
356,"Client, The (1994)",1994.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.9473684210526315
357,One Flew Over the Cuckoo's Nest (1975),1975.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6973684210526315
358,Spawn (1997),1997.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.9868421052631579
359,"Assignment, The (1997)",1997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9868421052631579
360,Wonderland (1997),1997.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9868421052631579
361,Incognito (1997),1997.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9868421052631579
362,Blues Brothers 2000 (1998),1998.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0
363,Sudden Death (1995),1995.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9605263157894737
364,Ace Ventura: When Nature Calls (1995),1995.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9605263157894737
365,Powder (1995),1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9605263157894737
366,Dangerous Minds (1995),1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9605263157894737
367,Clueless (1995),1995.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9605263157894737
368,Bio-Dome (1996),1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
369,Black Sheep (1996),1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
370,Mary Reilly (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9736842105263158
371,"Bridges of Madison County, The (1995)",1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9605263157894737
372,Jeffrey (1995),1995.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9605263157894737
373,Judge Dredd (1995),1995.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9605263157894737
374,Mighty Morphin Power Rangers: The Movie (1995),1995.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9605263157894737
375,Showgirls (1995),1995.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9605263157894737
376,Houseguest (1994),1994.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9473684210526315
377,Heavyweights (1994),1994.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9473684210526315
378,Miracle on 34th Street (1994),1994.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9473684210526315
379,Tales From the Crypt Presents: Demon Knight (1995),1995.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9605263157894737
380,Star Trek: Generations (1994),1994.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9473684210526315
381,Muriel's Wedding (1994),1994.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9473684210526315
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9473684210526315
383,"Flintstones, The (1994)",1994.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9473684210526315
384,Naked Gun 33 1/3: The Final Insult (1994),1994.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9473684210526315
385,True Lies (1994),1994.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9473684210526315
386,Addams Family Values (1993),1993.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9342105263157895
387,"Age of Innocence, The (1993)",1993.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9342105263157895
388,Beverly Hills Cop III (1994),1994.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9473684210526315
389,Black Beauty (1994),1994.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9473684210526315
390,Fear of a Black Hat (1993),1993.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9342105263157895
391,Last Action Hero (1993),1993.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9342105263157895
392,"Man Without a Face, The (1993)",1993.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9342105263157895
393,Mrs. Doubtfire (1993),1993.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9342105263157895
394,Radioland Murders (1994),1994.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.9473684210526315
395,Robin Hood: Men in Tights (1993),1993.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9342105263157895
396,Serial Mom (1994),1994.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.9473684210526315
397,Striking Distance (1993),1993.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9342105263157895
398,Super Mario Bros. (1993),1993.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9342105263157895
399,"Three Musketeers, The (1993)",1993.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9342105263157895
400,"Little Rascals, The (1994)",1994.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9473684210526315
401,"Brady Bunch Movie, The (1995)",1995.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9605263157894737
402,Ghost (1990),1990.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.8947368421052632
403,Batman (1989),1989.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.881578947368421
404,Pinocchio (1940),1940.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23684210526315788
405,Mission: Impossible (1996),1996.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9736842105263158
406,Thinner (1996),1996.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.9736842105263158
407,Spy Hard (1996),1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
408,"Close Shave, A (1995)",1995.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.9605263157894737
409,Jack (1996),1996.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9736842105263158
410,Kingpin (1996),1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
411,"Nutty Professor, The (1996)",1996.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0.9736842105263158
412,"Very Brady Sequel, A (1996)",1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
413,Tales from the Crypt Presents: Bordello of Blood (1996),1996.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9736842105263158
414,My Favorite Year (1982),1982.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7894736842105263
415,"Apple Dumpling Gang, The (1975)",1975.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6973684210526315
416,Old Yeller (1957),1957.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4605263157894737
417,"Parent Trap, The (1961)",1961.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5131578947368421
418,Cinderella (1950),1950.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3684210526315789
419,Mary Poppins (1964),1964.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5526315789473685
420,Alice in Wonderland (1951),1951.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3815789473684211
421,William Shakespeare's Romeo and Juliet (1996),1996.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9736842105263158
422,Aladdin and the King of Thieves (1996),1996.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9736842105263158
423,E.T. the Extra-Terrestrial (1982),1982.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.7894736842105263
424,Children of the Corn: The Gathering (1996),1996.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9736842105263158
425,Bob Roberts (1992),1992.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9210526315789473
426,"Transformers: The Movie, The (1986)",1986.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.8421052631578947
427,To Kill a Mockingbird (1962),1962.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5263157894736842
428,Harold and Maude (1971),1971.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6447368421052632
